Disease	DiseaseId
Nonreassuring foetal heart rate pattern	5280
Noonan syndrome	5281
Norepinephrine increased	5282
Normal newborn	5283
Normal pressure hydrocephalus	5284
Normal tension glaucoma	5285
Normochromic anaemia	5286
Normochromic normocytic anaemia	5287
Normocytic anaemia	5288
Norovirus test positive	5289
Norwood procedure	5290
Nosocomial infection	5291
Notalgia paraesthetica	5292
Nothing by mouth order	5293
Nuchal rigidity	5294
Nulli gravida	5295
Nulliparous	5296
Nutritional condition abnormal	5297
Nutritional condition normal	5298
Nutritional supplementation	5299
Nystagmus	5300
Obesity	5301
Obliterative bronchiolitis	5302
Obsessive thoughts	5303
Obsessive-compulsive disorder	5304
Obsessive-compulsive symptom	5305
Obstetrical pulmonary embolism	5306
Obstructed labour	5307
Obstruction gastric	5308
Obstructive airways disorder	5309
Obstructive pancreatitis	5310
Obturator hernia	5311
Occipital neuralgia	5312
Occult blood	5313
Occult blood positive	5314
Occupational exposure to dust	5315
Occupational exposure to vibration	5316
Occupational problem environmental	5317
Occupational therapy	5318
Ochronosis	5319
Ocular discomfort	5320
Ocular dysmetria	5321
Ocular hyperaemia	5322
Ocular hypertension	5323
Ocular icterus	5324
Ocular ischaemic syndrome	5325
Ocular lymphoma	5326
Ocular myasthenia	5327
Ocular neoplasm	5328
Ocular pemphigoid	5329
Ocular sarcoidosis	5330
Ocular surface disease	5331
Ocular vascular disorder	5332
Oculoauriculovertebral dysplasia	5333
Oculocerebrorenal syndrome	5334
Oculogyric crisis	5335
Odontogenic cyst	5336
Odynophagia	5337
Oedema	5338
Oedema due to cardiac disease	5339
Oedema due to hepatic disease	5340
Oedema due to renal disease	5341
Oedema peripheral	5342
Oesophageal achalasia	5343
Oesophageal adenocarcinoma	5344
Oesophageal adenocarcinoma stage II	5345
Oesophageal adenocarcinoma stage IV	5346
Oesophageal adenosquamous carcinoma	5347
Oesophageal atresia	5348
Oesophageal cancer metastatic	5349
Oesophageal candidiasis	5350
Oesophageal carcinoma	5351
Oesophageal carcinoma recurrent	5352
Oesophageal carcinoma stage 0	5353
Oesophageal compression	5354
Oesophageal dilation procedure	5355
Oesophageal discomfort	5356
Oesophageal disorder	5357
Oesophageal fistula	5358
Oesophageal haemorrhage	5359
Oesophageal infection	5360
Oesophageal injury	5361
Oesophageal lesion excision	5362
Oesophageal mass	5363
Oesophageal motility disorder	5364
Oesophageal neoplasm	5365
Oesophageal obstruction	5366
Oesophageal operation	5367
Oesophageal perforation	5368
Oesophageal polyp	5369
Oesophageal rupture	5370
Oesophageal spasm	5371
Oesophageal squamous cell carcinoma	5372
Oesophageal squamous cell carcinoma metastatic	5373
Oesophageal squamous cell carcinoma recurrent	5374
Oesophageal squamous cell carcinoma stage I	5375
Oesophageal squamous cell carcinoma stage II	5376
Oesophageal squamous cell carcinoma stage III	5377
Oesophageal squamous cell carcinoma stage IV	5378
Oesophageal stenosis	5379
Oesophageal tuberculosis	5380
Oesophageal ulcer	5381
Oesophageal ulcer haemorrhage	5382
Oesophageal variceal ligation	5383
Oesophageal varices haemorrhage	5384
Oesophagectomy	5385
Oesophagitis	5386
Oesophagitis chemical	5387
Oesophagitis haemorrhagic	5388
Oesophagobronchial fistula	5389
Oesophagogastric fundoplasty	5390
Oestrogen receptor assay positive	5391
Off label use	5392
Olfacto genital dysplasia	5393
Oligoastrocytoma	5394
Oligodendroglioma	5395
Oligodendroglioma benign	5396
Oligohydramnios	5397
Oligomenorrhoea	5398
Oliguria	5399
Omental necrosis	5400
Omentectomy	5401
Omphalitis	5402
On and off phenomenon	5403
Oncologic complication	5404
Onychoclasis	5405
Onycholysis	5406
Onychomadesis	5407
Onychomycosis	5408
Oophorectomy	5409
Oophorectomy bilateral	5410
Open angle glaucoma	5411
Open fracture	5412
Open globe injury	5413
Open reduction of fracture	5414
Ophthalmic herpes simplex	5415
Ophthalmic herpes zoster	5416
Ophthalmologic treatment	5417
Ophthalmoplegia	5418
Opitz-G/BBB syndrome	5419
Opportunistic infection	5420
Opportunistic infection prophylaxis	5421
Oppositional defiant disorder	5422
Opsoclonus myoclonus	5423
Optic atrophy	5424
Optic glioma	5425
Optic ischaemic neuropathy	5426
Optic nerve cupping	5427
Optic nerve disorder	5428
Optic nerve injury	5429
Optic nerve neoplasm	5430
Optic neuritis	5431
Optic neuropathy	5432
Optical coherence tomography	5433
Oral administration complication	5434
Oral allergy syndrome	5435
Oral candidiasis	5436
Oral cavity cancer metastatic	5437
Oral cavity fistula	5438
Oral contraception	5439
Oral discomfort	5440
Oral disorder	5441
Oral fungal infection	5442
Oral haemangioma	5443
Oral herpes	5444
Oral infection	5445
Oral lichen planus	5446
Oral mucosa erosion	5447
Oral mucosa haematoma	5448
Oral mucosal eruption	5449
Oral mucosal roughening	5450
Oral neoplasm	5451
Oral pain	5452
Oral papilloma	5453
Oral pustule	5454
Oral surgery	5455
Orbital apex syndrome	5456
Orbital granuloma	5457
Orchidectomy	5458
Orchidopexy	5459
Orchitis	5460
Organ donor	5461
Organ failure	5462
Organ transplant	5463
Organic erectile dysfunction	5464
Organising pneumonia	5465
Ornithine transcarbamoylase deficiency	5466
Oropharyngeal cancer	5467
Oropharyngeal cancer recurrent	5468
Oropharyngeal cancer stage III	5469
Oropharyngeal cancer stage IV	5470
Oropharyngeal candidiasis	5471
Oropharyngeal discomfort	5472
Oropharyngeal neoplasm	5473
Oropharyngeal pain	5474
Oropharyngeal squamous cell carcinoma	5475
Orthopaedic examination abnormal	5476
Orthopaedic procedure	5477
Orthopnoea	5478
Orthosis user	5479
Orthostatic hypertension	5480
Orthostatic hypotension	5481
Orthostatic intolerance	5482
Osmotic demyelination syndrome	5483
Osteitis	5484
Osteitis condensans	5485
Osteitis deformans	5486
Osteoarthritis	5487
Osteocalcin decreased	5488
Osteochondroma	5489
Osteochondrosis	5490
Osteodystrophy	5491
Osteogenesis imperfecta	5492
Osteolysis	5493
Osteoma	5494
Osteomalacia	5495
Osteomyelitis	5496
Osteomyelitis acute	5497
Osteomyelitis bacterial	5498
Osteomyelitis chronic	5499
Osteonecrosis	5500
Osteonecrosis of jaw	5501
Osteopenia	5502
Osteopetrosis	5503
Osteoporosis	5504
Osteoporosis postmenopausal	5505
Osteoporosis prophylaxis	5506
Osteoporosis-pseudoglioma syndrome	5507
Osteoporotic fracture	5508
Osteorrhagia	5509
Osteosarcoma	5510
Osteosarcoma metastatic	5511
Osteosarcoma recurrent	5512
Osteosclerosis	5513
Osteosis	5514
Osteotomy	5515
Otitis externa	5516
Otitis media	5517
Otitis media acute	5518
Otitis media chronic	5519
Otoplasty	5520
Otorrhoea	5521
Otospondylomegaepiphyseal dysplasia	5522
Ovarian Sertoli-Leydig cell tumour	5523
Ovarian abscess	5524
Ovarian adenoma	5525
Ovarian cancer	5526
Ovarian cancer metastatic	5527
Ovarian cancer recurrent	5528
Ovarian cancer stage I	5529
Ovarian cancer stage II	5530
Ovarian cancer stage III	5531
Ovarian cancer stage IV	5532
Ovarian clear cell carcinoma	5533
Ovarian cyst	5534
Ovarian cyst ruptured	5535
Ovarian cyst torsion	5536
Ovarian cystectomy	5537
Ovarian disorder	5538
Ovarian drilling	5539
Ovarian dysgerminoma stage II	5540
Ovarian dysgerminoma stage III	5541
Ovarian dysgerminoma stage IV	5542
Ovarian dysgerminoma stage unspecified	5543
Ovarian endometrioid carcinoma	5544
Ovarian enlargement	5545
Ovarian epithelial cancer	5546
Ovarian epithelial cancer recurrent	5547
Ovarian epithelial cancer stage III	5548
Ovarian failure	5549
Ovarian failure postoperative	5550
Ovarian germ cell cancer	5551
Ovarian germ cell cancer stage I	5552
Ovarian germ cell cancer stage IV	5553
Ovarian germ cell choriocarcinoma stage IV	5554
Ovarian germ cell endodermal sinus tumour	5555
Ovarian germ cell endodermal sinus tumour stage I	5556
Ovarian germ cell endodermal sinus tumour stage II	5557
Ovarian germ cell endodermal sinus tumour stage III	5558
Ovarian germ cell endodermal sinus tumour stage IV	5559
Ovarian germ cell teratoma	5560
Ovarian germ cell teratoma benign	5561
Ovarian germ cell teratoma stage I	5562
Ovarian germ cell teratoma stage III	5563
Ovarian germ cell tumour	5564
Ovarian granulosa cell tumour	5565
Ovarian granulosa-theca cell tumour	5566
Ovarian haemorrhage	5567
Ovarian hyperstimulation syndrome	5568
Ovarian hypoplasia	5569
Ovarian low malignant potential tumour	5570
Ovarian mass	5571
Ovarian neoplasm	5572
Ovarian operation	5573
Ovarian rupture	5574
Ovarian vein thrombosis	5575
Ovariocentesis	5576
Overconfidence	5577
Overdose	5578
Overlap syndrome	5579
Overweight	5580
Overwork	5581
Ovulation disorder	5582
Ovulation induction	5583
Ovulation pain	5584
Oxygen saturation decreased	5585
Oxygen therapy	5586
PHACES syndrome	5587
POEMS syndrome	5588
Pacemaker generated rhythm	5589
Pacemaker syndrome	5590
Pachydermoperiostosis	5591
Pachygyria	5592
Pachymeningitis	5593
Packed red blood cell transfusion	5594
Paget's disease of nipple	5595
Paget's disease of penis	5596
Paget's disease of the vulva	5597
Pain	5598
Pain in extremity	5599
Pain in jaw	5600
Pain management	5601
Pain of skin	5602
Palatal disorder	5603
Palatal implant	5604
Palatal operation	5605
Palatal palsy	5606
Palatal swelling	5607
Palindromic rheumatism	5608
Palisaded neutrophilic granulomatous dermatitis	5609
Palliative care	5610
Pallor	5611
Palmar erythema	5612
Palmar-plantar erythrodysaesthesia syndrome	5613
Palmoplantar pustulosis	5614
Palpable purpura	5615
Palpitations	5616
Pancoast's syndrome	5617
Pancoast's tumour	5618
Pancreas divisum	5619
Pancreas transplant	5620
Pancreatectomy	5621
Pancreatic abscess	5622
Pancreatic atrophy	5623
Pancreatic calcification	5624
Pancreatic carcinoma	5625
Pancreatic carcinoma metastatic	5626
Pancreatic carcinoma recurrent	5627
Pancreatic carcinoma stage I	5628
Pancreatic carcinoma stage II	5629
Pancreatic carcinoma stage III	5630
Pancreatic carcinoma stage IV	5631
Pancreatic cyst	5632
Pancreatic disorder	5633
Pancreatic duct dilatation	5634
Pancreatic duct obstruction	5635
Pancreatic enlargement	5636
Pancreatic enzymes increased	5637
Pancreatic failure	5638
Pancreatic fistula	5639
Pancreatic injury	5640
Pancreatic islets hyperplasia	5641
Pancreatic leak	5642
Pancreatic lesion excision	5643
Pancreatic mass	5644
Pancreatic neoplasm	5645
Pancreatic neuroendocrine tumour	5646
Pancreatic neuroendocrine tumour metastatic	5647
Pancreatic operation	5648
Pancreatic pseudocyst	5649
Pancreatic stent placement	5650
Pancreaticoduodenectomy	5651
Pancreatitis	5652
Pancreatitis acute	5653
Pancreatitis chronic	5654
Pancreatitis necrotising	5655
Pancreatitis relapsing	5656
Pancreatoblastoma	5657
Pancreatogenous diabetes	5658
Pancreatolithiasis	5659
Pancytopenia	5660
Panic attack	5661
Panic disorder	5662
Panic reaction	5663
Panniculitis	5664
Pantothenic acid deficiency	5665
Papilla of Vater stenosis	5666
Papillary cystadenoma lymphomatosum	5667
Papillary muscle disorder	5668
Papillary muscle rupture	5669
Papillary renal cell carcinoma	5670
Papillary thyroid cancer	5671
Papilloedema	5672
Papilloma	5673
Papule	5674
Papuloerythroderma of Ofuji	5675
Paracentesis	5676
Paradoxical embolism	5677
Paraesthesia	5678
Paraesthesia oral	5679
Paraganglion neoplasm	5680
Paralysis	5681
Paralysis recurrent laryngeal nerve	5682
Paranasal cyst	5683
Paranasal sinus and nasal cavity malignant neoplasm	5684
Paranasal sinus and nasal cavity malignant neoplasm recurrent	5685
Paranasal sinus benign neoplasm	5686
Paranasal sinus haematoma	5687
Paranasal sinus neoplasm	5688
Paraneoplastic dermatomyositis	5689
Paraneoplastic nephrotic syndrome	5690
Paraneoplastic neurological syndrome	5691
Paraneoplastic pemphigus	5692
Paraneoplastic pleural effusion	5693
Paraneoplastic retinopathy	5694
Paraneoplastic syndrome	5695
Paranoia	5696
Paranoid personality disorder	5697
Paraovarian cystectomy	5698
Paraparesis	5699
Paraphilia	5700
Paraplegia	5701
Parapsoriasis	5702
Parasitic gastroenteritis	5703
Parasomnia	5704
Parathyroid disorder	5705
Parathyroid gland enlargement	5706
Parathyroid tumour	5707
Parathyroid tumour benign	5708
Parathyroid tumour malignant	5709
Parathyroidectomy	5710
Parechovirus infection	5711
Parenteral nutrition	5712
Paresis	5713
Parity	5714
Parkinson's disease	5715
Parkinson's disease psychosis	5716
Parkinsonian gait	5717
Parkinsonian rest tremor	5718
Parkinsonism	5719
Paronychia	5720
Parophthalmia	5721
Parosmia	5722
Parotid abscess	5723
Parotid duct obstruction	5724
Parotid gland enlargement	5725
Parotitis	5726
Paroxysmal arrhythmia	5727
Paroxysmal atrioventricular block	5728
Paroxysmal choreoathetosis	5729
Paroxysmal nocturnal haemoglobinuria	5730
Partial seizures	5731
Partial seizures with secondary generalisation	5732
Partner stress	5733
Parvovirus infection	5734
Passive smoking	5735
Patella fracture	5736
Patent ductus arteriosus	5737
Patent ductus arteriosus repair	5738
Paternal exposure during pregnancy	5739
Pathogen resistance	5740
Pathologic myopia	5741
Pathological fracture	5742
Pathology test	5743
Patient dissatisfaction with treatment	5744
Patient elopement	5745
Patient isolation	5746
Patient restraint	5747
Pearson's syndrome	5748
Pectus excavatum	5749
Pelizaeus-Merzbacher disease	5750
Pelvi-ureteric obstruction	5751
Pelvic abscess	5752
Pelvic adhesions	5753
Pelvic cyst	5754
Pelvic deformity	5755
Pelvic fracture	5756
Pelvic haemorrhage	5757
Pelvic infection	5758
Pelvic inflammatory disease	5759
Pelvic kidney	5760
Pelvic mass	5761
Pelvic neoplasm	5762
Pelvic organ injury	5763
Pelvic pain	5764
Pelvic prolapse	5765
Pelvic sepsis	5766
Pelvic venous thrombosis	5767
Pemphigoid	5768
Pemphigus	5769
Penetrating abdominal trauma	5770
Penile cancer	5771
Penile squamous cell carcinoma	5772
Penile ulceration	5773
Penis carcinoma stage II	5774
Peptic ulcer	5775
Peptic ulcer haemorrhage	5776
Peptic ulcer helicobacter	5777
Percutaneous coronary intervention	5778
Percutaneous ethanol injection therapy	5779
Perforated peptic ulcer oversewing	5780
Perforation	5781
Performance status decreased	5782
Peri-implantitis	5783
Periarthritis	5784
Periarthritis calcarea	5785
Pericardial cyst	5786
Pericardial disease	5787
Pericardial drainage	5788
Pericardial effusion	5789
Pericardial effusion malignant	5790
Pericardial excision	5791
Pericardial fibrosis	5792
Pericardial neoplasm	5793
Pericardial repair	5794
Pericarditis	5795
Pericarditis adhesive	5796
Pericarditis constrictive	5797
Pericarditis infective	5798
Pericarditis lupus	5799
Pericarditis malignant	5800
Pericarditis rheumatic	5801
Pericarditis tuberculous	5802
Perichondritis	5803
Pericoronitis	5804
Perinatal brain damage	5805
Perinatal depression	5806
Perineal abscess	5807
Perineal pain	5808
Perinephric abscess	5809
Perinephric collection	5810
Perineurial cyst	5811
Periocular injection	5812
Periodic limb movement disorder	5813
Periodontal disease	5814
Periodontitis	5815
Perioral dermatitis	5816
Periorbital abscess	5817
Periorbital cellulitis	5818
Periorbital discomfort	5819
Periorbital oedema	5820
Periorbital pain	5821
Periostitis	5822
Peripartum cardiomyopathy	5823
Peripheral T-cell lymphoma unspecified	5824
Peripheral T-cell lymphoma unspecified recurrent	5825
Peripheral T-cell lymphoma unspecified refractory	5826
Peripheral T-cell lymphoma unspecified stage III	5827
Peripheral T-cell lymphoma unspecified stage IV	5828
Peripheral arterial occlusive disease	5829
Peripheral artery aneurysm	5830
Peripheral artery angioplasty	5831
Peripheral artery bypass	5832
Peripheral artery dissection	5833
Peripheral artery occlusion	5834
Peripheral artery stenosis	5835
Peripheral artery thrombosis	5836
Peripheral blood stem cell apheresis	5837
Peripheral circulatory failure	5838
Peripheral coldness	5839
Peripheral embolism	5840
Peripheral ischaemia	5841
Peripheral motor neuropathy	5842
Peripheral nerve destruction	5843
Peripheral nerve injury	5844
Peripheral nerve lesion	5845
Peripheral nerve neurostimulation	5846
Peripheral nerve operation	5847
Peripheral nerve palsy	5848
Peripheral primitive neuroectodermal bone tumour	5849
Peripheral revascularisation	5850
Peripheral sensorimotor neuropathy	5851
Peripheral sensory neuropathy	5852
Peripheral swelling	5853
Peripheral vascular disorder	5854
Peripheral venous disease	5855
Periprosthetic fracture	5856
Perirectal abscess	5857
Peritoneal abscess	5858
Peritoneal adhesions	5859
Peritoneal carcinoma metastatic	5860
Peritoneal cloudy effluent	5861
Peritoneal dialysis	5862
Peritoneal dialysis complication	5863
Peritoneal disorder	5864
Peritoneal fibrosis	5865
Peritoneal fluid analysis abnormal	5866
Peritoneal haematoma	5867
Peritoneal hernia	5868
Peritoneal lesion	5869
Peritoneal mesothelioma malignant	5870
Peritoneal neoplasm	5871
Peritoneal perforation	5872
Peritoneal sarcoma	5873
Peritoneal tuberculosis	5874
Peritonectomy	5875
Peritonitis	5876
Peritonitis bacterial	5877
Peritonitis lupus	5878
Peritonsillar abscess	5879
Peritonsillitis	5880
Periventricular leukomalacia	5881
Pernicious anaemia	5882
Peroneal nerve palsy	5883
Peroneal nerve palsy postoperative	5884
Persecutory delusion	5885
Persistent cloaca	5886
Persistent depressive disorder	5887
Persistent foetal circulation	5888
Persistent left superior vena cava	5889
Personal relationship issue	5890
Personality change	5891
Personality disorder	5892
Perthes disease	5893
Pertussis	5894
Petechiae	5895
Petit mal epilepsy	5896
Peutz-Jeghers syndrome	5897
Phaeochromocytoma	5898
Phaeochromocytoma malignant	5899
Phaeohyphomycosis	5900
Phakomatosis	5901
Phantom limb syndrome	5902
Pharyngeal abscess	5903
Pharyngeal cancer	5904
