AdverseEventPreferredTerm	AdverseEventPreferredTermId
Neurofibroma	5398
Neurofibromatosis	5399
Neurofibrosarcoma	5400
Neurogenic bladder	5401
Neurogenic bowel	5402
Neurogenic shock	5403
Neuroleptic malignant syndrome	5404
Neuroleptic-induced deficit syndrome	5405
Neurologic neglect syndrome	5406
Neurological decompensation	5407
Neurological examination abnormal	5408
Neurological symptom	5409
Neuromuscular block prolonged	5410
Neuromuscular blockade	5411
Neuromyelitis optica spectrum disorder	5412
Neuromyopathy	5413
Neuromyotonia	5414
Neuropathic arthropathy	5415
Neuropathic muscular atrophy	5416
Neuropathy peripheral	5417
Neuropsychiatric lupus	5418
Neuropsychiatric symptoms	5419
Neurosarcoidosis	5420
Neurosensory hypoacusis	5421
Neurosis	5422
Neurosyphilis	5423
Neurotoxicity	5424
Neutropenia	5425
Neutropenia neonatal	5426
Neutropenic colitis	5427
Neutropenic infection	5428
Neutropenic sepsis	5429
Neutrophil Pelger-Huet anomaly present	5430
Neutrophil count abnormal	5431
Neutrophil count decreased	5432
Neutrophil count increased	5433
Neutrophil hypersegmented morphology present	5434
Neutrophil morphology abnormal	5435
Neutrophil percentage abnormal	5436
Neutrophil percentage decreased	5437
Neutrophil percentage increased	5438
Neutrophilia	5439
Neutrophilic dermatosis	5440
Neutrophilic panniculitis	5441
New onset diabetes after transplantation	5442
Newborn persistent pulmonary hypertension	5443
Nicotinic acid deficiency	5444
Night blindness	5445
Night sweats	5446
Nightmare	5447
Nikolsky's sign	5448
Nipple exudate bloody	5449
Nipple pain	5450
Nipple swelling	5451
No adverse event	5452
Nocardia sepsis	5453
Nocardiosis	5454
Nocturia	5455
Nocturnal dyspnoea	5456
Nodal marginal zone B-cell lymphoma	5457
Nodal osteoarthritis	5458
Nodal rhythm	5459
Nodular rash	5460
Nodular regenerative hyperplasia	5461
Nodule	5462
Non-Hodgkin's lymphoma	5463
Non-Hodgkin's lymphoma metastatic	5464
Non-Hodgkin's lymphoma recurrent	5465
Non-Hodgkin's lymphoma stage IV	5466
Non-alcoholic steatohepatitis	5467
Non-cardiac chest pain	5468
Non-cardiogenic pulmonary oedema	5469
Non-cirrhotic portal hypertension	5470
Non-infectious endophthalmitis	5471
Non-secretory adenoma of pituitary	5472
Non-small cell lung cancer	5473
Non-small cell lung cancer recurrent	5474
Non-small cell lung cancer stage IIIB	5475
Non-small cell lung cancer stage IV	5476
Nonalcoholic fatty liver disease	5477
Noninfectious myelitis	5478
Noninfectious peritonitis	5479
Noninfective encephalitis	5480
Noninfective gingivitis	5481
Nonreassuring foetal heart rate pattern	5482
Norepinephrine increased	5483
Normal newborn	5484
Normal pressure hydrocephalus	5485
Normal tension glaucoma	5486
Normetanephrine urine increased	5487
Normochromic anaemia	5488
Normochromic normocytic anaemia	5489
Normocytic anaemia	5490
Norovirus test positive	5491
Nosocomial infection	5492
Nuchal rigidity	5493
Numb chin syndrome	5494
Nutritional condition abnormal	5495
Nyctalgia	5496
Nystagmus	5497
Obesity	5498
Obliterative bronchiolitis	5499
Obsessive thoughts	5500
Obsessive-compulsive disorder	5501
Obsessive-compulsive symptom	5502
Obstructed labour	5503
Obstruction	5504
Obstruction gastric	5505
Obstructive airways disorder	5506
Obstructive nephropathy	5507
Obstructive pancreatitis	5508
Obstructive shock	5509
Obturator hernia	5510
Occult blood	5511
Occult blood positive	5512
Ocular discomfort	5513
Ocular dysmetria	5514
Ocular hyperaemia	5515
Ocular hypertension	5516
Ocular icterus	5517
Ocular ischaemic syndrome	5518
Ocular lymphoma	5519
Ocular myasthenia	5520
Ocular neoplasm	5521
Ocular pemphigoid	5522
Ocular procedural complication	5523
Ocular retrobulbar haemorrhage	5524
Ocular sarcoidosis	5525
Ocular surface squamous neoplasia	5526
Ocular vascular disorder	5527
Ocular vasculitis	5528
Oculogyric crisis	5529
Oculomucocutaneous syndrome	5530
Odontogenic cyst	5531
Odynophagia	5532
Oedema	5533
Oedema due to cardiac disease	5534
Oedema due to hepatic disease	5535
Oedema genital	5536
Oedema mouth	5537
Oedema mucosal	5538
Oedema neonatal	5539
Oedema peripheral	5540
Oedematous pancreatitis	5541
Oesophageal achalasia	5542
Oesophageal adenocarcinoma	5543
Oesophageal atresia	5544
Oesophageal cancer metastatic	5545
Oesophageal candidiasis	5546
Oesophageal carcinoma	5547
Oesophageal carcinoma recurrent	5548
Oesophageal dilatation	5549
Oesophageal discomfort	5550
Oesophageal disorder	5551
Oesophageal fistula	5552
Oesophageal haemorrhage	5553
Oesophageal hypomotility	5554
Oesophageal infection	5555
Oesophageal injury	5556
Oesophageal intramural haematoma	5557
Oesophageal mucosal dissection	5558
Oesophageal mucosal tear	5559
Oesophageal neoplasm	5560
Oesophageal obstruction	5561
Oesophageal oedema	5562
Oesophageal pain	5563
Oesophageal perforation	5564
Oesophageal rupture	5565
Oesophageal spasm	5566
Oesophageal squamous cell carcinoma	5567
Oesophageal squamous cell carcinoma metastatic	5568
Oesophageal squamous cell carcinoma stage III	5569
Oesophageal squamous cell carcinoma stage IV	5570
Oesophageal stenosis	5571
Oesophageal tuberculosis	5572
Oesophageal ulcer	5573
Oesophageal ulcer haemorrhage	5574
Oesophageal ulcer perforation	5575
Oesophageal varices haemorrhage	5576
Oesophageal-pulmonary fistula	5577
Oesophagitis	5578
Oesophagitis bacterial	5579
Oesophagitis haemorrhagic	5580
Oesophagitis ulcerative	5581
Oesophagobronchial fistula	5582
Oesophagopleural fistula	5583
Oestradiol decreased	5584
Oestradiol increased	5585
Off label use	5586
Olfactory nerve disorder	5587
Oligoasthenozoospermia	5588
Oligoastrocytoma	5589
Oligodendroglioma	5590
Oligohydramnios	5591
Oligomenorrhoea	5592
Oligospermia	5593
Oliguria	5594
Omphalitis	5595
On and off phenomenon	5596
Oncologic complication	5597
Onychoclasis	5598
Onycholysis	5599
Onychomadesis	5600
Onychomycosis	5601
Oophorectomy	5602
Oophoritis	5603
Open angle glaucoma	5604
Open fracture	5605
Open globe injury	5606
Ophthalmic artery thrombosis	5607
Ophthalmic herpes simplex	5608
Ophthalmic herpes zoster	5609
Ophthalmologic treatment	5610
Ophthalmological examination abnormal	5611
Ophthalmoplegia	5612
Opisthotonus	5613
Opportunistic infection	5614
Opsoclonus myoclonus	5615
Optic atrophy	5616
Optic disc haemorrhage	5617
Optic discs blurred	5618
Optic glioma	5619
Optic ischaemic neuropathy	5620
Optic nerve cupping	5621
Optic nerve disorder	5622
Optic nerve injury	5623
Optic nerve neoplasm	5624
Optic neuritis	5625
Optic neuropathy	5626
Opticokinetic nystagmus tests abnormal	5627
Oral administration complication	5628
Oral bacterial infection	5629
Oral blood blister	5630
Oral candidiasis	5631
Oral cavity fistula	5632
Oral discharge	5633
Oral discomfort	5634
Oral disorder	5635
Oral dysaesthesia	5636
Oral fibroma	5637
Oral fungal infection	5638
Oral hairy leukoplakia	5639
Oral herpes	5640
Oral infection	5641
Oral lichen planus	5642
Oral lichenoid reaction	5643
Oral mucosa erosion	5644
Oral mucosa haematoma	5645
Oral mucosal blistering	5646
Oral mucosal discolouration	5647
Oral mucosal eruption	5648
Oral mucosal erythema	5649
Oral mucosal exfoliation	5650
Oral mucosal roughening	5651
Oral neoplasm	5652
Oral pain	5653
Oral papule	5654
Oral pruritus	5655
Oral surgery	5656
Oral viral infection	5657
Orbital apex syndrome	5658
Orbital haemorrhage	5659
Orbital infection	5660
Orbital myositis	5661
Orbital oedema	5662
Orchidectomy	5663
Orchitis	5664
Organ failure	5665
Organic brain syndrome	5666
Organic erectile dysfunction	5667
Organising pneumonia	5668
Orgasm abnormal	5669
Ornithine transcarbamoylase deficiency	5670
Oro-pharyngeal aspergillosis	5671
Oromandibular dystonia	5672
Oropharyngeal blistering	5673
Oropharyngeal cancer	5674
Oropharyngeal cancer stage III	5675
Oropharyngeal candidiasis	5676
Oropharyngeal discomfort	5677
Oropharyngeal gonococcal infection	5678
Oropharyngeal oedema	5679
Oropharyngeal pain	5680
Oropharyngeal scar	5681
Oropharyngeal squamous cell carcinoma	5682
Oropharyngeal swelling	5683
Oropharyngitis fungal	5684
Orthognathic surgery	5685
Orthopaedic procedure	5686
Orthopnoea	5687
Orthostatic hypotension	5688
Orthostatic intolerance	5689
Osmotic demyelination syndrome	5690
Osteitis	5691
Osteoarthritis	5692
Osteoarthropathy	5693
Osteochondroma	5694
Osteochondrosis	5695
Osteogenesis imperfecta	5696
Osteolysis	5697
Osteoma	5698
Osteoma cutis	5699
Osteomalacia	5700
Osteomyelitis	5701
Osteomyelitis acute	5702
Osteomyelitis bacterial	5703
Osteomyelitis chronic	5704
Osteomyelitis fungal	5705
Osteomyelitis salmonella	5706
Osteonecrosis	5707
Osteonecrosis of external auditory canal	5708
Osteonecrosis of jaw	5709
Osteoporosis	5710
Osteoporosis postmenopausal	5711
Osteoporotic fracture	5712
Osteoradionecrosis	5713
Osteorrhagia	5714
Osteosarcoma	5715
Osteosclerosis	5716
Osteotomy	5717
Otitis externa	5718
Otitis media	5719
Otitis media acute	5720
Otitis media bacterial	5721
Otitis media chronic	5722
Otitis media fungal	5723
Otitis media pneumococcal	5724
Otocephaly	5725
Otorhinolaryngological surgery	5726
Otorrhoea	5727
Otospondylomegaepiphyseal dysplasia	5728
Ototoxicity	5729
Ovarian abscess	5730
Ovarian adenoma	5731
Ovarian cancer	5732
Ovarian cancer metastatic	5733
Ovarian cancer recurrent	5734
Ovarian cancer stage III	5735
Ovarian clear cell carcinoma	5736
Ovarian cyst	5737
Ovarian cyst ruptured	5738
Ovarian cyst torsion	5739
Ovarian cystectomy	5740
Ovarian disorder	5741
Ovarian endometrioid carcinoma	5742
Ovarian enlargement	5743
Ovarian epithelial cancer	5744
Ovarian failure	5745
Ovarian germ cell teratoma	5746
Ovarian germ cell tumour	5747
Ovarian granulosa-theca cell tumour	5748
Ovarian haematoma	5749
Ovarian haemorrhage	5750
Ovarian hyperstimulation syndrome	5751
Ovarian mass	5752
Ovarian necrosis	5753
Ovarian neoplasm	5754
Ovarian operation	5755
Ovarian rupture	5756
Ovarian vein thrombosis	5757
Overdose	5758
Overgrowth bacterial	5759
Overlap syndrome	5760
Overweight	5761
Ovulation disorder	5762
Oxalosis	5763
Oxygen consumption decreased	5764
Oxygen saturation abnormal	5765
Oxygen saturation decreased	5766
Oxygen saturation immeasurable	5767
Oxygen therapy	5768
PCO2 decreased	5769
PCO2 increased	5770
PFAPA syndrome	5771
PO2 abnormal	5772
PO2 decreased	5773
POEMS syndrome	5774
Pachymeningitis	5775
Paget's disease of nipple	5776
Paget's disease of the vulva	5777
Paget-Schroetter syndrome	5778
Pain	5779
Pain in extremity	5780
Pain in jaw	5781
Pain of skin	5782
Painful respiration	5783
Palatal disorder	5784
Palatal oedema	5785
Pallor	5786
Palmar erythema	5787
Palmar-plantar erythrodysaesthesia syndrome	5788
Palmoplantar pustulosis	5789
Palpable purpura	5790
Palpitations	5791
Pancreas infection	5792
Pancreatectomy	5793
Pancreatic abscess	5794
Pancreatic atrophy	5795
Pancreatic carcinoma	5796
Pancreatic carcinoma metastatic	5797
Pancreatic carcinoma recurrent	5798
Pancreatic carcinoma stage II	5799
Pancreatic carcinoma stage III	5800
Pancreatic carcinoma stage IV	5801
Pancreatic cyst	5802
Pancreatic cyst rupture	5803
Pancreatic disorder	5804
Pancreatic duct dilatation	5805
Pancreatic duct stenosis	5806
Pancreatic enlargement	5807
Pancreatic enzyme abnormality	5808
Pancreatic enzymes increased	5809
Pancreatic failure	5810
Pancreatic fistula	5811
Pancreatic haemorrhage	5812
Pancreatic infarction	5813
Pancreatic islets hyperplasia	5814
Pancreatic leak	5815
Pancreatic mass	5816
Pancreatic neoplasm	5817
Pancreatic neuroendocrine tumour	5818
Pancreatic neuroendocrine tumour metastatic	5819
Pancreatic operation	5820
Pancreatic pseudocyst	5821
Pancreatic pseudocyst haemorrhage	5822
Pancreatic steatosis	5823
Pancreatitis	5824
Pancreatitis acute	5825
Pancreatitis chronic	5826
Pancreatitis haemorrhagic	5827
Pancreatitis necrotising	5828
Pancreatitis relapsing	5829
Pancreatogenous diabetes	5830
Pancreatolithiasis	5831
Pancytopenia	5832
Panic attack	5833
Panic disorder	5834
Panic reaction	5835
Panniculitis	5836
Panniculitis lobular	5837
Panophthalmitis	5838
Pantoea agglomerans infection	5839
Papilla of Vater stenosis	5840
Papillary cystadenoma lymphomatosum	5841
Papillary serous endometrial carcinoma	5842
Papillary thyroid cancer	5843
Papillary tumour of renal pelvis	5844
Papilloedema	5845
Papilloma	5846
Papilloma viral infection	5847
Papillophlebitis	5848
Papule	5849
Papuloerythroderma of Ofuji	5850
Paradoxical drug reaction	5851
Paradoxical embolism	5852
Paraesthesia	5853
Paraesthesia oral	5854
Paralysis	5855
Paralysis recurrent laryngeal nerve	5856
Paralytic lagophthalmos	5857
Paramnesia	5858
Paranasal cyst	5859
Paranasal sinus abscess	5860
Paranasal sinus and nasal cavity malignant neoplasm stage II	5861
Paranasal sinus haematoma	5862
Paranasal sinus inflammation	5863
Paraneoplastic dermatomyositis	5864
Paraneoplastic neurological syndrome	5865
Paraneoplastic pemphigus	5866
Paraneoplastic pleural effusion	5867
Paraneoplastic rash	5868
Paraneoplastic syndrome	5869
Paranoia	5870
Paraparesis	5871
Parapharyngeal space infection	5872
Paraphilia	5873
Paraplegia	5874
Paraproteinaemia	5875
Parapsoriasis	5876
Parasitic encephalitis	5877
Parasitic gastroenteritis	5878
Parasomnia	5879
Paraspinal abscess	5880
Parathyroid cyst	5881
Parathyroid disorder	5882
Parathyroid haemorrhage	5883
Parathyroid hormone-related protein increased	5884
Parathyroid tumour	5885
Parathyroid tumour benign	5886
Parathyroid tumour malignant	5887
Parathyroidectomy	5888
Paratracheal lymphadenopathy	5889
Paresis	5890
Parinaud syndrome	5891
Parkinson's disease	5892
Parkinson's disease psychosis	5893
Parkinsonian crisis	5894
Parkinsonian gait	5895
Parkinsonism	5896
Parkinsonism hyperpyrexia syndrome	5897
Paronychia	5898
Parophthalmia	5899
Parosmia	5900
Parotid abscess	5901
Parotid duct obstruction	5902
Parotid gland enlargement	5903
Parotitis	5904
Paroxysmal arrhythmia	5905
Paroxysmal atrioventricular block	5906
Paroxysmal nocturnal haemoglobinuria	5907
Paroxysmal perceptual alteration	5908
Partial cystectomy	5909
Partial seizures	5910
Partial seizures with secondary generalisation	5911
Parvimonas micra infection	5912
Parvovirus B19 infection	5913
Parvovirus B19 test positive	5914
Parvovirus infection	5915
Passenger lymphocyte syndrome	5916
Pasteurella infection	5917
Patella fracture	5918
Patent ductus arteriosus	5919
Patent ductus arteriosus repair	5920
Paternal exposure timing unspecified	5921
Pathogen resistance	5922
Pathologic myopia	5923
Pathological fracture	5924
Patient elopement	5925
Peau d'orange	5926
Pectus excavatum	5927
Peliosis hepatis	5928
Pelvic abscess	5929
Pelvic cyst	5930
Pelvic discomfort	5931
Pelvic fracture	5932
Pelvic haematoma	5933
Pelvic haematoma obstetric	5934
Pelvic haemorrhage	5935
Pelvic infection	5936
Pelvic inflammatory disease	5937
Pelvic mass	5938
Pelvic neoplasm	5939
Pelvic pain	5940
Pelvic prolapse	5941
Pelvic venous thrombosis	5942
Pemphigoid	5943
Pemphigus	5944
Penetrating aortic ulcer	5945
Penetrating atherosclerotic ulcer	5946
Penicillium infection	5947
Penile abscess	5948
Penile cancer	5949
Penile curvature	5950
Penile erosion	5951
Penile erythema	5952
Penile exfoliation	5953
Penile haemorrhage	5954
Penile necrosis	5955
Penile oedema	5956
Penile pain	5957
Penile size reduced	5958
Penile squamous cell carcinoma	5959
Penile ulceration	5960
Peptic ulcer	5961
Peptic ulcer haemorrhage	5962
Peptic ulcer perforation	5963
Peptostreptococcus infection	5964
Peptostreptococcus test positive	5965
Percutaneous coronary intervention	5966
Perforated ulcer	5967
Perforation	5968
Perforation bile duct	5969
Performance status decreased	5970
Periarthritis	5971
Pericardial cyst	5972
Pericardial disease	5973
Pericardial effusion	5974
Pericardial effusion malignant	5975
Pericardial haemorrhage	5976
Pericardial neoplasm	5977
Pericarditis	5978
Pericarditis constrictive	5979
Pericarditis fungal	5980
Pericarditis infective	5981
Pericarditis lupus	5982
Pericarditis malignant	5983
Pericarditis rheumatic	5984
Pericarditis tuberculous	5985
Pericoronitis	5986
Perihepatitis	5987
Perinatal depression	5988
Perineal abscess	5989
Perineal fistula	5990
Perineal infection	5991
Perineal necrosis	5992
Perineal pain	5993
Perineal ulceration	5994
Perinephric abscess	5995
Periodontal disease	5996
Periodontitis	5997
Perioral dermatitis	5998
Periorbital abscess	5999
Periorbital disorder	6000
Periorbital fat herniation	6001
Periorbital haemorrhage	6002
Periorbital infection	6003
Periorbital oedema	6004
Periorbital pain	6005
Periorbital swelling	6006
Periostitis	6007
Peripartum cardiomyopathy	6008
Peripheral T-cell lymphoma unspecified	6009
Peripheral T-cell lymphoma unspecified recurrent	6010
Peripheral T-cell lymphoma unspecified refractory	6011
Peripheral T-cell lymphoma unspecified stage I	6012
Peripheral T-cell lymphoma unspecified stage II	6013
Peripheral T-cell lymphoma unspecified stage III	6014
Peripheral arterial occlusive disease	6015
Peripheral artery aneurysm	6016
Peripheral artery haematoma	6017
Peripheral artery occlusion	6018
Peripheral artery stenosis	6019
Peripheral artery thrombosis	6020
Peripheral circulatory failure	6021
Peripheral coldness	6022
Peripheral embolism	6023
Peripheral ischaemia	6024
Peripheral motor neuropathy	6025
Peripheral nerve infection	6026
Peripheral nerve injury	6027
Peripheral nerve lesion	6028
Peripheral nerve palsy	6029
Peripheral paralysis	6030
Peripheral sensorimotor neuropathy	6031
Peripheral sensory neuropathy	6032
